data,label,angle
"[0.30915675 0.14777073 0.43889034 0.25796673 0.1347754  0.74025553
 0.26108384 0.13479291 0.7709771  0.17793396 0.19624968 0.818196
 0.18287519 0.19013666 0.75258535 0.21810663 0.31434205 0.6036902
 0.28512755 0.30332074 0.2763551  0.58328474 0.3314869  0.57945925
 0.5984005  0.3318753  0.72728825 0.9607488  0.3328603  0.6950129
 0.92101943 0.3316083  0.35790306 0.45425767 0.62961054 0.46580002
 0.5004325  0.6068893  0.5691619  0.6357354  0.92238194 0.34895822
 0.7186736  0.81590873 0.20762853 0.6540964  0.97600996 0.13504373
 0.72628254 0.90947986 0.02599346]",pushup,"41.58753204345703,12.89313507080078,10.890411376953123,5.041755676269531,174.74451230466366,2.4795567989349365"
"[0.5414713  0.36798385 0.5312556  0.5296428  0.3648582  0.6313916
 0.5333258  0.36234424 0.5235081  0.50312763 0.36981976 0.4310058
 0.50838196 0.37438637 0.4429692  0.5108571  0.43119326 0.5974976
 0.4957891  0.43297163 0.544645   0.5980023  0.35298392 0.61734957
 0.5756418  0.3583383  0.18991582 0.66943485 0.2521723  0.4626858
 0.60368145 0.3318782  0.15686886 0.6974413  0.50495416 0.58818305
 0.67473555 0.51377785 0.50806916 0.5849494  0.35093296 0.27047318
 0.56946987 0.34977025 0.22694618 0.6847297  0.25261363 0.4796093
 0.6740092  0.2724713  0.28693143]",situp,"86.2136001586914,81.56568908691406,33.00391387939453,32.2868537902832,0.274932861328125,12.77288818359375"
"[0.44786873 0.648535   0.7151063  0.42646733 0.65672433 0.51622117
 0.42527145 0.6486489  0.7567681  0.4100587  0.7074368  0.822576
 0.4082173  0.6929686  0.67896163 0.4658285  0.7845448  0.64368623
 0.4427666  0.71048105 0.54714847 0.61169386 0.77038395 0.8004466
 0.585359   0.7417347  0.4170858  0.70344806 0.7218319  0.45455128
 0.69205743 0.68688875 0.44274977 0.58169746 0.93648565 0.5376597
 0.59714794 0.83752227 0.38851273 0.7616732  0.9192568  0.61415875
 0.57297605 0.528526   0.66741455 0.703959   0.96359587 0.34848148
 0.7178239  0.68108517 0.45738155]",situp,"39.04176330566406,32.06513595581055,46.07588195800781,121.86067199707033,140.43290615081787,22.34069967269897"
"[0.18079662 0.75326556 0.7691355  0.14638458 0.76882714 0.7355651
 0.13178675 0.7454248  0.8350569  0.11764087 0.73069245 0.4087306
 0.08753688 0.6699302  0.52743787 0.29811382 0.662387   0.82302547
 0.15260835 0.5625498  0.904843   0.58560795 0.67407435 0.77322936
 0.5430736  0.5548956  0.52072537 0.8363712  0.68960404 0.8922393
 0.88735104 0.55036795 0.7425135  0.441871   0.42104986 0.58970535
 0.40951842 0.34875786 0.7162415  0.6203876  0.2877093  0.78156036
 0.5978853  0.219501   0.7830519  0.740696   0.18200354 0.77349705
 0.7515666  0.10024885 0.83337474]",pushup,"3.35260009765625,4.5458984375,5.30828857421875,22.461639404296875,0.3695600628852844,1.215852975845337"
"[0.54154307 0.32553038 0.3267556  0.53479505 0.3137702  0.2491118
 0.5376015  0.31655765 0.28761873 0.5430133  0.28964528 0.3200816
 0.55310386 0.28411755 0.17839451 0.5609561  0.29883927 0.271383
 0.57654285 0.3072874  0.27264607 0.58565533 0.3421715  0.20827706
 0.6069554  0.35866696 0.26017937 0.58866626 0.349705   0.1809188
 0.6041512  0.3588335  0.4984113  0.5939459  0.4645229  0.4460556
 0.60800123 0.46139583 0.3939767  0.50615865 0.57044065 0.5009821
 0.50003654 0.56946516 0.63663405 0.59758043 0.6283876  0.26939115
 0.6043375  0.63414496 0.42973313]",situp,"103.16809844970705,97.28456115722656,56.50960540771485,50.913848876953125,117.22344970703124,7.897834777832031"
"[0.43599287 0.20478097 0.68743074 0.41092184 0.19225696 0.84250456
 0.40828142 0.19311735 0.8148161  0.3639464  0.22743903 0.92102957
 0.36197573 0.22436464 0.8733571  0.37933543 0.30266514 0.8295475
 0.36243618 0.3214423  0.52725106 0.6417651  0.3432571  0.82719463
 0.5772508  0.39227203 0.58194286 0.84339166 0.3594628  0.94484437
 0.7140901  0.41330218 0.7346646  0.44416016 0.5216995  0.69212645
 0.43678293 0.52770174 0.74365675 0.58456916 0.7019684  0.8312713
 0.56139165 0.69756943 0.68253016 0.67728037 0.89759564 0.8397996
 0.65248656 0.8763379  0.74751246]",pushup,"9.260421752929688,12.55744171142578,16.440574645996094,21.428062438964844,9.51152801513672,4.19742488861084"
"[0.50308007 0.37360454 0.47154745 0.50258803 0.35783777 0.50417995
 0.5080684  0.35501844 0.6405393  0.53747404 0.34635013 0.6548948
 0.54702693 0.34688237 0.5716723  0.5405344  0.4070372  0.6510634
 0.5696133  0.38247994 0.59858227 0.5596176  0.50481457 0.24299502
 0.5924364  0.5496645  0.22305574 0.5533725  0.56588966 0.2719871
 0.5895711  0.61622524 0.19521347 0.5595208  0.5856408  0.5972695
 0.5905954  0.5962454  0.4654124  0.44676366 0.68931484 0.30742183
 0.45150873 0.6899838  0.67054194 0.5824222  0.8068734  0.24302422
 0.58628637 0.81059664 0.34956592]",situp,"104.19629287719728,96.49169540405272,61.62765121459961,53.47116470336914,10.238548278808594,16.881927490234375"
"[0.45347503 0.5550879  0.05718492 0.3902335  0.57491827 0.07026098
 0.4387981  0.63585645 0.06811175 0.43806544 0.5326324  0.0961834
 0.47845298 0.5906547  0.11935703 0.40621036 0.5169482  0.2544462
 0.46226805 0.5540535  0.12931769 0.44116235 0.2816093  0.0909941
 0.51803887 0.48058742 0.20155308 0.6239772  0.20949583 0.16477571
 0.5941727  0.46658358 0.07658939 0.590108   0.42101988 0.19952615
 0.60395044 0.4872543  0.32261285 0.42964384 0.29318005 0.52676326
 0.48959225 0.51113605 0.04855409 0.62007505 0.20916374 0.68443155
 0.5802167  0.4801224  0.11027787]",situp,"7.096351623535156,117.6495132446289,13.44683074951172,113.9077377319336,42.37419128417969,60.02496719360352"
"[0.5613371  0.5219864  0.5464914  0.5542165  0.52993244 0.49516362
 0.55754286 0.53177756 0.45646507 0.5630512  0.5552843  0.5000644
 0.57010853 0.558625   0.3611763  0.61554235 0.5618686  0.6763588
 0.59413844 0.545086   0.6051372  0.6177211  0.5053369  0.22939809
 0.587697   0.49628684 0.33234242 0.6025253  0.47009474 0.24482171
 0.58383113 0.4843224  0.3041268  0.72792786 0.50471467 0.519597
 0.7183617  0.4989151  0.4882187  0.62162894 0.41348863 0.44228092
 0.60129    0.4497921  0.30867234 0.7069037  0.32436773 0.60133326
 0.70519596 0.34311742 0.23301673]",situp,"111.4839096069336,93.1002960205078,136.84823608398438,112.40797424316406,10.386970520019531,25.53193664550781"
"[0.54488754 0.55496365 0.38119608 0.5500199  0.54844743 0.4888391
 0.5521658  0.54114616 0.541281   0.5765656  0.5530949  0.4874786
 0.5831544  0.5261858  0.51941735 0.56041884 0.6289625  0.44192865
 0.5971167  0.52127886 0.6770854  0.5314986  0.7024892  0.37380564
 0.55099577 0.45613393 0.38469067 0.5482252  0.71217877 0.3531949
 0.5501323  0.44782177 0.23998246 0.62924564 0.73225194 0.36271998
 0.66509014 0.6285512  0.5971129  0.5268328  0.8529783  0.80950814
 0.5399919  0.72510207 0.38946557 0.66125566 0.9860338  0.13822664
 0.72631973 0.8634081  0.6680785 ]",situp,"105.7535285949707,85.60101699829102,84.69953536987305,73.98557662963867,29.366729736328125,81.38788604736328"
"[0.20509146 0.51460135 0.45466658 0.19839302 0.5111688  0.51187426
 0.19421875 0.50709623 0.44024947 0.21092144 0.45787892 0.4244539
 0.20107326 0.4526064  0.42907363 0.23973207 0.4481347  0.48013523
 0.18171723 0.45172235 0.6029887  0.3396945  0.4468855  0.19014806
 0.09095877 0.55370533 0.6935374  0.44138786 0.4829538  0.34840283
 0.04721823 0.53673023 0.35773984 0.39509565 0.47196433 0.7295819
 0.3827089  0.48377404 0.5045019  0.6125923  0.45788914 0.56932455
 0.6149699  0.45035997 0.5493173  0.8044753  0.45218846 0.35561386
 0.812916   0.39228112 0.45113093]",standingSide,"8.165435791015625,2.0009918212890625,162.75279235839844,167.5772247314453,110.45652770996094,159.7556113600731"
"[ 0.73552245  0.7315449   0.42236063  0.6995129   0.7400382   0.50258917
  0.69799936  0.732002    0.5026413   0.6528036   0.6894578   0.3819846
  0.6454188   0.6676327   0.60909736  0.6591668   0.60580146  0.30546278
  0.6186462   0.533217    0.48244587  0.70060664  0.49395356  0.07625473
  0.5829399   0.34622476  0.8792556   0.79048806  0.4948299   0.18165995
  0.8025224   0.33494562  0.6581176   0.65608746  0.27979547  0.19017029
  0.6099827   0.24329188  0.3872377   0.70825326  0.05252186  0.4800566
  0.71220326  0.02894469  0.29893228  0.75317115 -0.0080983   0.06777474
  0.7188671   0.01149889  0.02593424]",pushup,"4.590522766113281,23.610321044921875,27.20771026611328,13.468292236328123,97.87002968788148,109.7711381316185"
"[0.46325544 0.8921028  0.54462487 0.46887398 0.9110772  0.5004088
 0.47028586 0.9103952  0.45552525 0.5074963  0.9177735  0.5630105
 0.5075345  0.91490096 0.48829424 0.52105874 0.8442322  0.6313709
 0.50187904 0.82781863 0.44173384 0.522393   0.81804836 0.29482937
 0.51028264 0.7873331  0.2680112  0.50159323 0.8729849  0.2115742
 0.49354988 0.87314343 0.31197786 0.5128125  0.5809585  0.5174394
 0.5017091  0.5849112  0.6888552  0.38593143 0.398394   0.65544546
 0.39542532 0.403791   0.6004795  0.50276697 0.2644453  0.4754611
 0.50510716 0.27801666 0.5597206 ]",situp,"71.49512481689453,75.89530181884766,30.364898681640625,33.00499725341797,0.692352294921875,17.820281982421875"
"[0.6773141  0.13119762 0.77784836 0.6478175  0.13130488 0.75509673
 0.6493967  0.11707663 0.8313327  0.57386637 0.1773026  0.7129132
 0.5773148  0.14707667 0.6431573  0.5412395  0.2972063  0.62427723
 0.5263304  0.1980226  0.7399351  0.6375825  0.4033776  0.7628816
 0.65521204 0.2690344  0.40501747 0.84097236 0.34956783 0.60084605
 0.7909903  0.26373705 0.78616416 0.50030583 0.5055361  0.7434937
 0.4859323  0.46055937 0.7502153  0.5915206  0.6597996  0.44861704
 0.5914598  0.60698783 0.41400257 0.6187857  0.8305386  0.7868543
 0.6051202  0.7366023  0.4448979 ]",pushup,"29.76306915283203,21.522613525390625,44.52722930908203,41.71163940429688,148.91167974472046,117.40262413024902"
"[0.53380257 0.29073453 0.35036817 0.5294435  0.28272286 0.6095781
 0.53543234 0.26933807 0.35837013 0.540574   0.2739694  0.42184
 0.5540186  0.25364915 0.538445   0.536351   0.32768738 0.6469232
 0.5973394  0.23805597 0.5955243  0.5341152  0.3518414  0.26863647
 0.5751963  0.22130625 0.06534318 0.52009344 0.32816026 0.1474637
 0.5347709  0.25120723 0.1341742  0.60989606 0.5419755  0.6779218
 0.6452337  0.4564548  0.64464945 0.41086537 0.6527265  0.8811934
 0.40835753 0.46624118 0.75142884 0.63896644 0.7058217  0.7351321
 0.6610029  0.55679053 0.70032036]",situp,"157.91627049446106,137.80272102355957,100.00322270393372,79.84871864318848,106.40618896484376,35.91858673095703"
"[0.3543986  0.76647335 0.72429675 0.32770914 0.7721282  0.73631084
 0.3235467  0.7725498  0.7508467  0.28089958 0.73780084 0.7108398
 0.27724433 0.7411338  0.91554785 0.31927744 0.67345136 0.6655434
 0.27320957 0.67937905 0.718658   0.536602   0.6414019  0.7255877
 0.5290255  0.64929515 0.76977235 0.69378465 0.65121496 0.77506214
 0.75025725 0.6611209  0.8234749  0.42669028 0.4873327  0.660873
 0.4039346  0.47899997 0.6496342  0.5350269  0.30064213 0.7072552
 0.5351168  0.29751462 0.7135705  0.62020534 0.14305845 0.82215554
 0.6292438  0.13259354 0.81729794]",pushup,"6.145225524902344,1.734130859375,2.7403793334960938,0.1364974975585937,170.23305487632751,168.03849959373474"
"[0.49632052 0.72159284 0.66704506 0.47871214 0.74365896 0.8278237
 0.47641408 0.73800045 0.76829654 0.50089824 0.8072918  0.70518
 0.4931426  0.7976104  0.6798274  0.6087419  0.795975   0.74566835
 0.57477117 0.7581123  0.601456   0.595856   0.55725884 0.57849807
 0.5705153  0.6176342  0.23888975 0.5636898  0.58442974 0.42039576
 0.5533113  0.59153605 0.24942087 0.76354766 0.5120269  0.72413254
 0.7379761  0.51387674 0.6977385  0.5528336  0.29142138 0.5439672
 0.55191076 0.29816878 0.6243594  0.73578864 0.11162514 0.5532167
 0.72508156 0.12278854 0.7479423 ]",situp,"85.41720581054688,89.18516540527344,74.53231811523438,72.28504943847656,31.657730102539062,52.901893615722656"
"[0.56966066 0.28833175 0.41885966 0.5688268  0.27283993 0.73546505
 0.5790543  0.26536235 0.52147084 0.5963967  0.25507122 0.5693614
 0.62346053 0.24398747 0.42668822 0.6240403  0.3101853  0.5351438
 0.6895308  0.29847914 0.63263077 0.6190915  0.28089336 0.10886562
 0.60590863 0.18725486 0.51086223 0.60347366 0.23502249 0.22502933
 0.64822525 0.22168696 0.36040896 0.61788374 0.55356914 0.39938772
 0.6712978  0.5730808  0.45529923 0.47034737 0.6832651  0.6495047
 0.4881792  0.69543624 0.10593277 0.6544563  0.7806554  0.46683285
 0.67056984 0.78653    0.3297846 ]",situp,"119.71056365966795,110.8039779663086,52.45134735107422,47.23297882080078,13.928447723388672,9.212982177734377"
"[0.07815951 0.7605044  0.8023767  0.04318625 0.7520433  0.5876061
 0.03417582 0.73205274 0.6805656  0.04346789 0.68402684 0.582622
 0.03741338 0.6436196  0.8296072  0.2973607  0.67702407 0.83879083
 0.1621859  0.57202435 0.86580133 0.58375156 0.67305386 0.7682805
 0.53600955 0.55542797 0.65889555 0.84062153 0.6871358  0.8647277
 0.89632124 0.5502818  0.8326688  0.46722543 0.436302   0.62529504
 0.43441027 0.3640476  0.73555136 0.642732   0.28819567 0.7920806
 0.6120045  0.22861795 0.8306215  0.7488504  0.17970227 0.74718964
 0.7548206  0.11176539 0.9278782 ]",pushup,"1.9617462158203125,5.473724365234375,0.05108642578125,14.631103515625,1.7237792611122131,176.06787580251694"
"[0.29143143 0.15343323 0.57063353 0.24137637 0.14296333 0.70929563
 0.24431598 0.14406952 0.4843408  0.16430494 0.20276204 0.7954625
 0.16788381 0.20427571 0.7233923  0.22852296 0.3179577  0.43584672
 0.24058048 0.31686118 0.35935506 0.5997693  0.3340135  0.5559815
 0.5857833  0.33715412 0.5266575  0.95944536 0.33326194 0.5647968
 0.9342272  0.32652318 0.3672955  0.41942835 0.6447888  0.7174812
 0.4306368  0.62700033 0.6484584  0.60577106 0.93828803 0.3445577
 0.69777733 0.79517126 0.22558579 0.63653183 0.9800198  0.09922912
 0.71814847 0.8583661  0.01732127]",pushup,"39.94169616699219,3.982696533203125,26.30828094482422,2.121826171875,174.88817048072815,177.4038741067052"
"[0.5351874  0.77489805 0.56981725 0.5376018  0.7901308  0.59350944
 0.5360532  0.7874492  0.6754612  0.58608985 0.8089667  0.6294706
 0.576197   0.8006792  0.5652731  0.6380944  0.7911195  0.74512017
 0.59350187 0.7270789  0.57059675 0.60295206 0.9089348  0.51361746
 0.47920683 0.7059853  0.23009884 0.590534   0.9097953  0.32309654
 0.5561948  0.74128276 0.08029465 0.66091424 0.5404801  0.7987486
 0.63272977 0.5260843  0.69856507 0.4969201  0.41360682 0.7398295
 0.47813946 0.41447908 0.7848781  0.65939206 0.2834822  0.6323971
 0.6300921  0.2817315  0.66462845]",situp,"103.03205108642578,103.58142852783205,65.2164306640625,57.475074768066406,14.174005508422852,69.42703247070312"
"[0.46674532 0.6420297  0.5143279  0.45387745 0.6354469  0.47420108
 0.45200324 0.6277341  0.5065769  0.4651827  0.58705777 0.41500077
 0.46953517 0.5604319  0.62131137 0.5711317  0.60122025 0.76341575
 0.55740553 0.48404655 0.6760578  0.67561513 0.5831591  0.385568
 0.683282   0.38789323 0.6069229  0.5531791  0.6017195  0.3055943
 0.53401744 0.48769957 0.5005237  0.794484   0.4331138  0.45731136
 0.7822422  0.32249856 0.58006334 0.74761176 0.6336855  0.80429786
 0.71904904 0.5061508  0.8277013  0.91219807 0.5124456  0.70343643
 0.89942056 0.3664516  0.80850416]",squat,"33.25401306152344,40.46978759765625,35.31437683105469,39.87940979003906,3.606304168701172,1.1873044967651367"
"[0.31269115 0.53054893 0.5866178  0.29824618 0.55615956 0.7493369
 0.2902121  0.53883964 0.8821178  0.31764737 0.6160975  0.8844683
 0.29773414 0.57763046 0.62045926 0.40396428 0.6745805  0.6327538
 0.35457817 0.53617525 0.7393659  0.57359827 0.5528558  0.6506178
 0.47663364 0.44098476 0.3724871  0.43728375 0.52555317 0.74334306
 0.41683453 0.5132201  0.36384788 0.6553658  0.5576172  0.65742415
 0.5988836  0.4890823  0.49388713 0.50892836 0.4049415  0.52696496
 0.46236008 0.36903527 0.8557522  0.7488765  0.26643324 0.8183812
 0.64991325 0.22741735 0.62835646]",situp,"101.6186065673828,103.80985260009766,127.7637176513672,108.8552474975586,12.430267333984377,133.01182174682617"
"[0.26459286 0.5319727  0.47068992 0.2516382  0.54694784 0.52909756
 0.250247   0.53098    0.52680033 0.26055855 0.5894864  0.84863687
 0.2559957  0.5530305  0.6575817  0.33005455 0.6097516  0.72027856
 0.32420808 0.5330617  0.72141916 0.3499147  0.48893112 0.6701801
 0.34188482 0.46603036 0.43567494 0.3373716  0.37553945 0.58122337
 0.33791554 0.36431038 0.5176072  0.50976694 0.63336235 0.7792387
 0.514338   0.57347196 0.7822629  0.61681664 0.5829763  0.85359824
 0.59523755 0.47842196 0.8087368  0.75813335 0.6583772  0.76934654
 0.7192795  0.5391702  0.78242725]",squat,"104.3091278076172,126.71202087402344,118.40284729003906,147.3098907470703,17.007713317871094,15.64691162109375"
"[0.21755871 0.20277533 0.6026335  0.15886769 0.22319093 0.6476597
 0.17185801 0.17838348 0.6999486  0.10412389 0.3081378  0.64945793
 0.13048741 0.2170545  0.47131956 0.1331104  0.4483351  0.74891543
 0.26226896 0.25436693 0.7834305  0.5075791  0.5602317  0.7795834
 0.53723365 0.26117328 0.8970372  0.86516607 0.6056562  0.8804371
 0.80362964 0.2549311  0.89094526 0.348582   0.62710977 0.6378083
 0.42860886 0.4855056  0.71884423 0.5538806  0.73837215 0.69364387
 0.64474654 0.5840301  0.5564941  0.57868725 0.85790986 0.8793324
 0.59261334 0.7834088  0.32597488]",pushup,"80.14806365966797,49.82063293457031,29.75371551513672,11.226516723632812,177.2397094964981,9.397347450256348"
"[0.30758727 0.543622   0.76094455 0.28739738 0.54323137 0.7866056
 0.29104134 0.5181404  0.7072531  0.29878485 0.52303755 0.66099113
 0.30936998 0.4662271  0.7932871  0.37905753 0.5726686  0.8681888
 0.39949122 0.44645625 0.9478136  0.45556346 0.69671476 0.32753053
 0.48231328 0.54488343 0.57210654 0.44919366 0.8000422  0.79283017
 0.48372874 0.7309338  0.25332478 0.63462645 0.54167664 0.67094046
 0.6532149  0.45441648 0.8959227  0.50188845 0.71014404 0.6695522
 0.5166643  0.6204657  0.6969725  0.67871803 0.8423755  0.84302646
 0.7253325  0.78323346 0.7330263 ]",situp,"91.47679901123048,91.44631958007812,127.63516998291016,44.85057067871094,39.643211364746094,35.191993713378906"
"[0.65546876 0.8251828  0.54754066 0.63443345 0.82997185 0.6398098
 0.6312337  0.828666   0.5424586  0.5852254  0.8067125  0.78292936
 0.5856898  0.8056627  0.83664316 0.52777195 0.7441858  0.74289405
 0.5411675  0.7448947  0.50474614 0.58641857 0.6810927  0.36479744
 0.6566014  0.68749124 0.21677509 0.6943003  0.6901943  0.41519934
 0.76706785 0.7037875  0.66457695 0.540378   0.5182673  0.6522304
 0.55668277 0.5133293  0.5328974  0.62487334 0.34820315 0.68641067
 0.6408939  0.33870262 0.73779225 0.6117055  0.17984559 0.6970229
 0.61941236 0.17090493 0.69425887]",pushup,"33.04032897949219,30.89242553710937,21.91179656982422,23.22647857666016,145.16769886016846,128.08578443527222"
"[0.618603   0.10919186 0.65008247 0.56918824 0.09690345 0.7880403
 0.568377   0.09822646 0.78986484 0.48614848 0.16806674 0.84402233
 0.4873297  0.16411719 0.78873116 0.46693182 0.29785013 0.6699006
 0.4645549  0.29668376 0.7504327  0.690751   0.4042981  0.56135917
 0.7093313  0.35276902 0.56699747 0.9758034  0.34028003 0.83349895
 0.9359331  0.32741737 0.61185026 0.5648317  0.6451266  0.6758029
 0.56169    0.62705475 0.7825975  0.67312783 0.9332739  0.4077317
 0.6511508  0.89389825 0.5750619  0.6865346  0.9860702  0.17968626
 0.6609713  0.97364837 0.22826596]",pushup,"11.513938903808594,6.349861145019531,2.1497344970703125,4.8544769287109375,160.71110343933103,141.90666484832764"
"[0.40888476 0.314885   0.65709764 0.3919969  0.3040902  0.7027817
 0.39335376 0.3046632  0.73843986 0.34038764 0.30744344 0.76311773
 0.34698287 0.30797693 0.71419424 0.32252505 0.33460814 0.85298204
 0.30803213 0.39109516 0.6301432  0.5421964  0.3580375  0.6446029
 0.489401   0.45349705 0.5186663  0.7092097  0.3576525  0.8106901
 0.6258144  0.44928885 0.55854446 0.37062046 0.5194721  0.53136116
 0.36815557 0.5530677  0.6044573  0.53843427 0.6564815  0.7699833
 0.5208056  0.6709767  0.6077687  0.6585117  0.8403554  0.7251282
 0.6402396  0.8374648  0.6829488 ]",pushup,"16.662384033203125,17.624298095703125,31.952316284179688,36.18738555908203,159.24672424793243,173.7799673229456"
